epoch,train_loss,train_accuracy,train_precision,train_recall,train_f1_score,test_loss,test_accuracy,test_precision,test_recall,test_f1_score,auc_roc,training_time
1,1.0272674314516979,0.6283825913455543,0.5218372836990613,0.6283825913455543,0.5572257313581904,0.8640001790079181,0.68687374749499,0.5152812870352905,0.68687374749499,0.5779787200973515,0.8450332073698663,87.25063681602478
2,0.9454218670530709,0.6499563536600573,0.5646179235008094,0.6499563536600573,0.5922350038489215,0.854806641060747,0.6928857715430862,0.5910791116282745,0.6928857715430862,0.6043187651079625,0.8508406348764727,86.25573396682739
3,0.9059591103052019,0.6606808829031051,0.5987341394068177,0.6606808829031051,0.6200939584376507,0.8155346103087217,0.6968937875751503,0.6314907963156429,0.6968937875751503,0.6462749391733326,0.858178836528201,86.91172885894775
4,0.890532043512689,0.6650455168973688,0.613111011352524,0.6650455168973688,0.6290557888297128,0.7641929471659995,0.7209418837675351,0.6626932026366191,0.7209418837675351,0.6714176274182515,0.8809427650108125,87.19199776649475
5,0.867440140326134,0.67003367003367,0.6226614327459954,0.67003367003367,0.6387668107914851,0.764954498631204,0.7224448897795591,0.6999799728357252,0.7224448897795591,0.7022542326787177,0.886654453473546,87.21683025360107
6,0.850183095713776,0.6781394188801596,0.635748862607984,0.6781394188801596,0.6511777026797347,0.7651259756996063,0.7194388777555111,0.6721181842495009,0.7194388777555111,0.6837199105996598,0.8803229359777371,86.81623005867004
7,0.8414762840408951,0.6790123456790124,0.6392040891976133,0.6790123456790124,0.6544032463131981,0.8275689701279084,0.7049098196392786,0.6685214724442827,0.7049098196392786,0.6774051625017092,0.8615017653775457,86.82392621040344
8,0.8171961914795803,0.6879910213243546,0.6488323893281178,0.6879910213243546,0.6638837834328809,0.7313301003050947,0.718436873747495,0.6705219110263931,0.718436873747495,0.6754551115198358,0.8916928522958268,87.26983857154846
9,0.816357958456542,0.6918568400049881,0.6601185516765664,0.6918568400049881,0.6722695186342894,0.7570158386517144,0.7179358717434869,0.7131453376525726,0.7179358717434869,0.7123798166747234,0.8922531018689387,87.198659658432
10,0.8036429327330189,0.693228582117471,0.6572476623599913,0.693228582117471,0.6708362260087067,0.6989940250803808,0.7359719438877755,0.6914539557622134,0.7359719438877755,0.7000843203026836,0.9032621244264363,86.9031503200531
11,0.788546517485766,0.7008355156503304,0.6666425507687335,0.7008355156503304,0.680199803602018,0.7317002082396604,0.7219438877755511,0.7263819323193251,0.7219438877755511,0.7210996825038173,0.903078978603837,86.84588289260864
12,0.7800535226733418,0.7024566654196284,0.6690433644914906,0.7024566654196284,0.6822282269424604,0.6829335560540637,0.7389779559118237,0.7070325669219109,0.7389779559118237,0.7152467087747262,0.9064004682151108,86.57000684738159
13,0.7772153044954055,0.6985908467389949,0.6667485009504873,0.6985908467389949,0.6792807523649377,0.7191828441524315,0.7274549098196392,0.7133387829037612,0.7274549098196392,0.7153507857633727,0.9001978521777754,86.56608700752258
14,0.7727922363714739,0.7045766305025565,0.677244297269155,0.7045766305025565,0.688212167871062,0.6971862299408845,0.7249498997995992,0.6788874599426588,0.7249498997995992,0.6898714711045548,0.902011763511251,87.81977605819702
15,0.7836163676220634,0.6992143658810326,0.6721702616664984,0.6992143658810326,0.6829861571323724,0.7015954418507272,0.7329659318637275,0.7250139335604623,0.7329659318637275,0.7227019714641043,0.9060820151293811,87.00462412834167
16,0.7644738041859551,0.7071954108991146,0.6825614297251971,0.7071954108991146,0.6924572910513629,0.673486986117277,0.7389779559118237,0.6982121520945495,0.7389779559118237,0.7101411354762767,0.9060634389270135,87.32850170135498
17,0.7655791343038911,0.7056989649582243,0.6788029774986554,0.7056989649582243,0.6897687876067172,0.7150737899458242,0.7324649298597194,0.6816934275458556,0.7324649298597194,0.6841221133633826,0.8986921856698773,86.94401621818542
18,0.765022163361233,0.7084424491831899,0.6808735183528828,0.7084424491831899,0.692002262222181,0.6640026416472777,0.7394789579158316,0.6923682341223795,0.7394789579158316,0.6958704568447517,0.9152551063611788,87.18946170806885
19,0.7557562000511561,0.7070707070707071,0.6800930833437716,0.7070707070707071,0.691418202963664,0.67115078110972,0.7319639278557114,0.6861905436923967,0.7319639278557114,0.6895336103607397,0.9100704999886521,86.86389589309692
20,0.7456549856561365,0.7153011597456042,0.688406969921998,0.7153011597456042,0.698617530193499,0.6644425923695306,0.7389779559118237,0.7064095660770175,0.7389779559118237,0.7144530285658064,0.91043588111362,86.62240147590637
21,0.746362546685777,0.7146776406035665,0.6896930140444588,0.7146776406035665,0.6998229743225818,0.6678447441490953,0.7535070140280561,0.7147653697042942,0.7535070140280561,0.7243323276541834,0.9098359517386421,87.53555631637573
22,0.7456615175975203,0.7120588602070084,0.6863123882940031,0.7120588602070084,0.6968839800348883,0.6509699621993698,0.7414829659318637,0.6991751057825145,0.7414829659318637,0.7056073688745041,0.9144476091899518,86.76729130744934
23,0.7450914389475547,0.7136800099763063,0.6896660530730195,0.7136800099763063,0.6994640501695705,0.6917099570463558,0.7334669338677354,0.6961467783216662,0.7334669338677354,0.6939821771384093,0.9092181550282137,86.53291940689087
24,0.727306514394924,0.7180446439705699,0.6926241170096059,0.7180446439705699,0.7026938752608038,0.6877601512209447,0.7284569138276553,0.7121023562862899,0.7284569138276553,0.7076107661830336,0.90969763075489,87.56617903709412
25,0.7323792062951585,0.7180446439705699,0.6960821000324844,0.7180446439705699,0.7050492870420336,0.6698616450439713,0.7464929859719439,0.716325839485515,0.7464929859719439,0.7202310940203235,0.9095073050144894,87.22852087020874
26,0.7348574456958673,0.7151764559171967,0.6928727976669442,0.7151764559171967,0.7019056852883779,0.6515430198881573,0.750501002004008,0.7113306846701096,0.750501002004008,0.722187466284056,0.914169246403965,87.6302227973938
27,0.7034836687758047,0.7282703578999875,0.7058389145649498,0.7282703578999875,0.7143802767387756,0.6408436433346811,0.7474949899799599,0.711225714761971,0.7474949899799599,0.7198712057988512,0.9163691485588212,86.91458225250244
28,0.6990064944408082,0.7263998004738745,0.7096673829537167,0.7263998004738745,0.7164243054744076,0.6390635927836738,0.753006012024048,0.7258593604727064,0.753006012024048,0.7307461890627155,0.9173619673385075,87.19537830352783
29,0.6920822937896772,0.7357525876044394,0.7166717286325981,0.7357525876044394,0.7244360261697511,0.6257886412387381,0.7615230460921844,0.7487856109453603,0.7615230460921844,0.7465906661548739,0.9195414844332129,87.4888367652893
30,0.685498736820133,0.7290185808704327,0.7154296948603514,0.7290185808704327,0.7209085731135781,0.6254308677627471,0.7590180360721442,0.730502457958374,0.7590180360721442,0.734950075882164,0.9203818519168714,87.86565375328064
31,0.6891654063778516,0.7374984412021449,0.7187736212274551,0.7374984412021449,0.7263905839221977,0.6218590804474626,0.7695390781563126,0.7539486115642323,0.7695390781563126,0.7545952518501888,0.9215765175763837,87.29707169532776
32,0.6831858525298186,0.7357525876044394,0.7161942784693767,0.7357525876044394,0.7237640428786788,0.6353183767360772,0.7550100200400801,0.7229825526679206,0.7550100200400801,0.7230015515917555,0.9212884113759289,87.78166913986206
33,0.6825369513381195,0.7392442947998503,0.7220758969918545,0.7392442947998503,0.7287298802556352,0.6303362380526587,0.7595190380761523,0.7253094898238542,0.7595190380761523,0.735171353803683,0.9189562100728295,87.1722559928894
34,0.684110316155126,0.7333832148646964,0.7186533391584581,0.7333832148646964,0.724797658386898,0.6486286303562249,0.7449899799599199,0.7154334651886368,0.7449899799599199,0.7186679198132576,0.9154951589856236,87.42386722564697
35,0.6861513600873894,0.7332585110362888,0.7164216035037163,0.7332585110362888,0.7230291224495075,0.6210075248936135,0.7655310621242485,0.7354185960879871,0.7655310621242485,0.7439797039289054,0.9215669422138764,87.47043943405151
36,0.6727274631841446,0.7363761067464771,0.7200969503727948,0.7363761067464771,0.7267324013351846,0.6205674980828662,0.7670340681362725,0.74398886134249,0.7670340681362725,0.7520026937030673,0.92089846725084,86.71975541114807
37,0.6825480064276612,0.7316373612669909,0.7170340789655996,0.7316373612669909,0.7229631211457036,0.6330677709264124,0.7560120240480962,0.7250513187734159,0.7560120240480962,0.7286978124444177,0.918824368326124,87.30922174453735
38,0.6724595928715417,0.7367502182316997,0.7190808334448787,0.7367502182316997,0.726409511956477,0.6174937899939282,0.7660320641282565,0.7405343534217612,0.7660320641282565,0.7455197456389083,0.9225958505747427,87.1332015991211
39,0.6713860515184066,0.7409901483975558,0.7243675986587659,0.7409901483975558,0.7310227960197909,0.6365057934740025,0.7570140280561122,0.7354716497111116,0.7570140280561122,0.7304594608048941,0.9200872407863094,88.02065348625183
40,0.6797888445310096,0.7332585110362888,0.7162428408356251,0.7332585110362888,0.7231203731066166,0.6252340620648645,0.7600200400801603,0.7350654902650264,0.7600200400801603,0.7325734080758161,0.9195941730695493,87.5826325416565
41,0.667483821650636,0.743858336450929,0.7272541526507766,0.743858336450929,0.7339508639900875,0.6298278940464547,0.7570140280561122,0.7433496870367857,0.7570140280561122,0.7363441936748197,0.919596759430561,86.96949505805969
42,0.6741841959825462,0.7386207756578127,0.7241155837198385,0.7386207756578127,0.7300216331771971,0.6249806874381277,0.7600200400801603,0.7232153130468456,0.7600200400801603,0.732734663914113,0.9181101090305778,87.18793606758118
43,0.6525492497343184,0.7467265245043023,0.7303258703569846,0.7467265245043023,0.7369132080712578,0.6097920434269494,0.7670340681362725,0.74071521906348,0.7670340681362725,0.7434876424227371,0.9247586419123414,87.41393804550171
44,0.655338083386555,0.7441077441077442,0.7288195743439224,0.7441077441077442,0.7353385390520661,0.6085639993747872,0.7610220440881763,0.7311941200045002,0.7610220440881763,0.7336265788867202,0.9234702325484893,87.1948893070221
45,0.6550046250266853,0.7447312632497818,0.7310523625716155,0.7447312632497818,0.7365518292621129,0.6117034128051483,0.7645290581162325,0.7383296210287079,0.7645290581162325,0.7380476390900678,0.9247496049799689,87.10505485534668
46,0.6623944173669084,0.7428607058236688,0.7273653079500426,0.7428607058236688,0.7335412713813309,0.6067157347121076,0.7655310621242485,0.742978032568847,0.7655310621242485,0.7464372818350472,0.9246620132203934,87.5537474155426
47,0.6536774950694051,0.7439830402793366,0.7316217549824391,0.7439830402793366,0.7361715414120533,0.6177583473598312,0.7670340681362725,0.7391948971608576,0.7670340681362725,0.7414808829098557,0.9239967280793787,87.39560127258301
48,0.652181665392525,0.745728893877042,0.7314545892398829,0.745728893877042,0.7372282915398058,0.6073542226531462,0.7655310621242485,0.7398499147335681,0.7655310621242485,0.7427862514327328,0.9244003511559752,86.97387647628784
49,0.6467664916774908,0.7500935278713057,0.7361318972326242,0.7500935278713057,0.741712637108216,0.6034874993717981,0.7680360721442886,0.7419034489358177,0.7680360721442886,0.7429497087289499,0.9250488688547728,87.11654233932495
50,0.6461468167748887,0.7464771168474872,0.7323581588311411,0.7464771168474872,0.7381814002000109,0.6063162060921082,0.7675350701402806,0.7370112868314823,0.7675350701402806,0.7389665163807578,0.9257674280224931,87.27788186073303
51,0.6394069684623617,0.7471006359895249,0.7338313785815166,0.7471006359895249,0.738982276768165,0.6031264167032643,0.7720440881763527,0.7452774099705577,0.7720440881763527,0.7479743608681333,0.9249494303512085,87.53968644142151
52,0.6469580997090518,0.7495947125576755,0.7356820273422718,0.7495947125576755,0.7413421415641853,0.6034725059966047,0.7680360721442886,0.7413072893152354,0.7680360721442886,0.7451223012871956,0.9234719203724978,87.85788798332214
53,0.6381794348115679,0.755580496321237,0.7405993474403986,0.755580496321237,0.7464822381923288,0.6066800155238302,0.7670340681362725,0.7392608226773658,0.7670340681362725,0.7437996997633927,0.9252689088315375,87.47477674484253
54,0.6381368331517315,0.7508417508417509,0.7383086975182388,0.7508417508417509,0.7430770740578115,0.6073875691226585,0.7670340681362725,0.7377806265839781,0.7670340681362725,0.7397360702276867,0.9241197056660948,86.98155212402344
55,0.6505470114881698,0.7444818555929668,0.7307291696938288,0.7444818555929668,0.7362189796823287,0.6121284723401309,0.7655310621242485,0.7323468789721531,0.7655310621242485,0.7362576480369766,0.9244811420939657,87.2305235862732
56,0.6450202441197677,0.7489711934156379,0.7352028127986349,0.7489711934156379,0.7404760661688364,0.6036534335665807,0.7705410821643287,0.7464285203894726,0.7705410821643287,0.7473362985585408,0.9255681380358317,87.39498519897461
57,0.6381109999828407,0.7527123082678638,0.7401271427198615,0.7527123082678638,0.745047155810944,0.6038335120988513,0.7665330661322646,0.740121284358958,0.7665330661322646,0.7420850996688948,0.9256964833686933,86.65266489982605
58,0.6360615841437641,0.7482229704451927,0.7342449249123018,0.7482229704451927,0.739815396322143,0.6044344485164406,0.7695390781563126,0.7460746828802591,0.7695390781563126,0.7471375307538217,0.9258861731920446,86.97554898262024
59,0.6363406766455494,0.7474747474747475,0.734544544663799,0.7474747474747475,0.7394690435213197,0.6022279956536685,0.7710420841683366,0.745304976046964,0.7710420841683366,0.7473793793507114,0.9261626563207793,86.82864618301392
60,0.6423126962999852,0.7477241551315625,0.7353973075191724,0.7477241551315625,0.7402970294770095,0.601322842504314,0.7705410821643287,0.745989466753592,0.7705410821643287,0.7483345804375039,0.9262199495632802,87.21720767021179
61,0.6412859884398375,0.7535852350667166,0.7378409050027043,0.7535852350667166,0.7441407218773022,0.6038144122144741,0.7710420841683366,0.7462245224323103,0.7710420841683366,0.7484582206814395,0.9256049140698845,86.85427904129028
62,0.6301005628656339,0.7565781269484974,0.7438005048416607,0.7565781269484974,0.7485844162558329,0.6014077416761127,0.7715430861723447,0.7460445458086103,0.7715430861723447,0.748216460071584,0.9258590971229975,86.6759262084961
63,0.6345038360558717,0.7579498690609802,0.7463107739031722,0.7579498690609802,0.7510349065226807,0.5983542901480604,0.7705410821643287,0.7469291798753873,0.7705410821643287,0.7498989758248688,0.9263222080470336,87.28430700302124
64,0.6324733429559226,0.751589973812196,0.73884515447581,0.751589973812196,0.7440405377757502,0.5964840117819562,0.7700400801603207,0.7430615581877099,0.7700400801603207,0.7468265650425722,0.9266708073773054,86.85076761245728
65,0.6344315590429134,0.7577004614041651,0.7439806656890345,0.7577004614041651,0.7493904831303854,0.6002677722063237,0.7730460921843687,0.7491302092899917,0.7730460921843687,0.7499984199960659,0.9268499440421696,87.07081770896912
66,0.6373253886591751,0.753211123581494,0.7396435477045118,0.753211123581494,0.7449887608494831,0.5994733593506899,0.7705410821643287,0.7450511594842528,0.7705410821643287,0.7469728855385821,0.9269075613516785,87.0300989151001
67,0.63941899992638,0.7508417508417509,0.7392593903033797,0.7508417508417509,0.7437842497320122,0.6006634777676844,0.7725450901803608,0.7493899580646436,0.7725450901803608,0.7500310142419434,0.9262799960730094,87.46216893196106
68,0.6428798030240085,0.7469759321611174,0.7340384564075123,0.7469759321611174,0.7393584340492677,0.5923309025162447,0.7750501002004008,0.7514281271283595,0.7750501002004008,0.7554084133561355,0.9271071445119912,87.32908630371094
69,0.6316453261942708,0.757201646090535,0.744036314073478,0.757201646090535,0.7492484696548811,0.6010725065199789,0.7695390781563126,0.7416615348705706,0.7695390781563126,0.7446133246477807,0.9264550075077846,87.80528998374939
70,0.6315312208060776,0.7559546078064596,0.743849684512346,0.7559546078064596,0.7488267836805854,0.5913852509372459,0.7730460921843687,0.7483597790024765,0.7730460921843687,0.7530016775187675,0.9274070053926914,86.98715615272522
71,0.6332772862050491,0.7510911584985659,0.740139426828101,0.7510911584985659,0.7446740394060272,0.6085088580309269,0.7685370741482966,0.741713140139789,0.7685370741482966,0.7404731339071684,0.9260583141048737,87.76985239982605
72,0.6290942119205216,0.751589973812196,0.7362307806930894,0.751589973812196,0.7419308262771381,0.6056562881909295,0.7705410821643287,0.7475923781709127,0.7705410821643287,0.7473862978736562,0.9257985067342005,87.30299401283264
73,0.630373878421919,0.7540840503803466,0.7429966558600114,0.7540840503803466,0.7474573810179634,0.6070871467222432,0.7690380761523046,0.7429130585304635,0.7690380761523046,0.7443309972499029,0.926356600600713,87.4456262588501
74,0.6284985459197235,0.7559546078064596,0.743236893570655,0.7559546078064596,0.7483075168692318,0.6054512950963152,0.7695390781563126,0.7432159095533561,0.7695390781563126,0.7421922121065577,0.9262391465902142,87.15726327896118
75,0.6267304954304037,0.7527123082678638,0.7383505060216323,0.7527123082678638,0.7439919282646941,0.6040432864057277,0.7695390781563126,0.7421813825402737,0.7695390781563126,0.7419445107177346,0.9262428519724383,87.5616102218628
76,0.6278101776135743,0.7577004614041651,0.7448220886985121,0.7577004614041651,0.7499172245428879,0.6005474024401877,0.7705410821643287,0.7494333737539964,0.7705410821643287,0.7495495115507679,0.926180652738403,87.67687010765076
77,0.6325347841135328,0.7575757575757576,0.745278391750979,0.7575757575757576,0.7500081125249776,0.60008829043719,0.7745490981963928,0.7521615613253728,0.7745490981963928,0.751009230280057,0.9267439970235613,87.81804323196411
78,0.6252508239788312,0.757201646090535,0.744872926469489,0.757201646090535,0.7495222867253207,0.6012872511255957,0.7710420841683366,0.7453744936982872,0.7710420841683366,0.745177511570671,0.9262521265777339,87.97714829444885
79,0.6386496897037524,0.7488464895872303,0.7343937941347477,0.7488464895872303,0.740349978432844,0.5999939582629767,0.7705410821643287,0.7429209074319993,0.7705410821643287,0.7462142282800887,0.9267581978045755,87.41258692741394
80,0.6330307065206716,0.753460531238309,0.7413280671595551,0.753460531238309,0.7461961848197838,0.5983379222825916,0.7705410821643287,0.7479477626392474,0.7705410821643287,0.7492538526645436,0.9264196044413243,87.33842539787292
